group,invariant,invariantType,variables,pptname,tp
items.snippet.thumbnails.maxres.width,"return.snippet.thumbnails.maxres.width > size(input.part[])
return.snippet.thumbnails.maxres.width > size(return.snippet.tags[])
return.snippet.thumbnails.maxres.width > size(return.topicDetails.topicCategories[])
return.snippet.thumbnails.maxres.width == 1280
input.maxResults < return.snippet.thumbnails.maxres.width","daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessThan","(return.snippet.thumbnails.maxres.width, size(input.part[..]))
(return.snippet.thumbnails.maxres.width, size(return.snippet.tags[..]))
(return.snippet.thumbnails.maxres.width, size(return.topicDetails.topicCategories[..]))
(return.snippet.thumbnails.maxres.width)
(input.maxResults, return.snippet.thumbnails.maxres.width)","main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT",0.6
items.snippet.thumbnails.medium.height,"input.maxHeight > return.snippet.thumbnails.medium.height
input.maxWidth > return.snippet.thumbnails.medium.height
return.snippet.thumbnails.medium.height > size(input.part[])
return.snippet.thumbnails.medium.height > size(return.contentDetails.regionRestriction.blocked[])
return.snippet.thumbnails.medium.height > size(return.snippet.tags[])
return.snippet.thumbnails.medium.height > size(return.topicDetails.topicCategories[])
return.snippet.thumbnails.medium.height == 180
input.maxResults < return.snippet.thumbnails.medium.height","daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessThan","(input.maxHeight, return.snippet.thumbnails.medium.height)
(input.maxWidth, return.snippet.thumbnails.medium.height)
(return.snippet.thumbnails.medium.height, size(input.part[..]))
(return.snippet.thumbnails.medium.height, size(return.contentDetails.regionRestriction.blocked[..]))
(return.snippet.thumbnails.medium.height, size(return.snippet.tags[..]))
(return.snippet.thumbnails.medium.height, size(return.topicDetails.topicCategories[..]))
(return.snippet.thumbnails.medium.height)
(input.maxResults, return.snippet.thumbnails.medium.height)","main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT",0.375
items.snippet.thumbnails.medium.url,return.snippet.thumbnails.medium.url is Url,daikon.inv.unary.string.IsUrl,(return.snippet.thumbnails.medium.url),main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT,1.0
items.snippet.thumbnails.medium.width,"input.maxHeight > return.snippet.thumbnails.medium.width
input.maxWidth > return.snippet.thumbnails.medium.width
return.snippet.thumbnails.medium.width > size(input.part[])
return.snippet.thumbnails.medium.width > size(return.contentDetails.regionRestriction.blocked[])
return.snippet.thumbnails.medium.width > size(return.snippet.tags[])
return.snippet.thumbnails.medium.width > size(return.topicDetails.topicCategories[])
return.snippet.thumbnails.medium.width == 320
input.maxResults < return.snippet.thumbnails.medium.width","daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessThan","(input.maxHeight, return.snippet.thumbnails.medium.width)
(input.maxWidth, return.snippet.thumbnails.medium.width)
(return.snippet.thumbnails.medium.width, size(input.part[..]))
(return.snippet.thumbnails.medium.width, size(return.contentDetails.regionRestriction.blocked[..]))
(return.snippet.thumbnails.medium.width, size(return.snippet.tags[..]))
(return.snippet.thumbnails.medium.width, size(return.topicDetails.topicCategories[..]))
(return.snippet.thumbnails.medium.width)
(input.maxResults, return.snippet.thumbnails.medium.width)","main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT",0.375
items.snippet.thumbnails.standard.height,"input.maxHeight > return.snippet.thumbnails.standard.height
input.maxWidth > return.snippet.thumbnails.standard.height
return.snippet.thumbnails.standard.height > size(input.part[])
return.snippet.thumbnails.standard.height > size(return.contentDetails.regionRestriction.blocked[])
return.snippet.thumbnails.standard.height > size(return.snippet.tags[])
return.snippet.thumbnails.standard.height > size(return.topicDetails.topicCategories[])
return.snippet.thumbnails.standard.height == 480
input.maxResults < return.snippet.thumbnails.standard.height","daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessThan","(input.maxHeight, return.snippet.thumbnails.standard.height)
(input.maxWidth, return.snippet.thumbnails.standard.height)
(return.snippet.thumbnails.standard.height, size(input.part[..]))
(return.snippet.thumbnails.standard.height, size(return.contentDetails.regionRestriction.blocked[..]))
(return.snippet.thumbnails.standard.height, size(return.snippet.tags[..]))
(return.snippet.thumbnails.standard.height, size(return.topicDetails.topicCategories[..]))
(return.snippet.thumbnails.standard.height)
(input.maxResults, return.snippet.thumbnails.standard.height)","main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT",0.375
items.snippet.thumbnails.standard.url,return.snippet.thumbnails.standard.url is Url,daikon.inv.unary.string.IsUrl,(return.snippet.thumbnails.standard.url),main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT,1.0
items.snippet.thumbnails.standard.width,"input.maxHeight > return.snippet.thumbnails.standard.width
input.maxWidth > return.snippet.thumbnails.standard.width
return.snippet.thumbnails.standard.width > size(input.part[])
return.snippet.thumbnails.standard.width > size(return.contentDetails.regionRestriction.blocked[])
return.snippet.thumbnails.standard.width > size(return.snippet.tags[])
return.snippet.thumbnails.standard.width > size(return.topicDetails.topicCategories[])
return.snippet.thumbnails.standard.width == 640
input.maxResults < return.snippet.thumbnails.standard.width","daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessThan","(input.maxHeight, return.snippet.thumbnails.standard.width)
(input.maxWidth, return.snippet.thumbnails.standard.width)
(return.snippet.thumbnails.standard.width, size(input.part[..]))
(return.snippet.thumbnails.standard.width, size(return.contentDetails.regionRestriction.blocked[..]))
(return.snippet.thumbnails.standard.width, size(return.snippet.tags[..]))
(return.snippet.thumbnails.standard.width, size(return.topicDetails.topicCategories[..]))
(return.snippet.thumbnails.standard.width)
(input.maxResults, return.snippet.thumbnails.standard.width)","main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT",0.375
items.statistics.commentCount,return.statistics.commentCount is Numeric,daikon.inv.unary.string.IsNumeric,(return.statistics.commentCount),main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT,1.0
items.statistics.favoriteCount,"LENGTH(return.statistics.favoriteCount)==1
return.statistics.favoriteCount == ""0""
return.statistics.favoriteCount is Numeric","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.IsNumeric","(return.statistics.favoriteCount)
(return.statistics.favoriteCount)
(return.statistics.favoriteCount)","main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT",0.3333333333333333
items.statistics.likeCount,return.statistics.likeCount is Numeric,daikon.inv.unary.string.IsNumeric,(return.statistics.likeCount),main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT,1.0
items.statistics.viewCount,return.statistics.viewCount is Numeric,daikon.inv.unary.string.IsNumeric,(return.statistics.viewCount),main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT,1.0
items.status.license,"return.status.license one of { ""creativeCommon"", ""youtube"" }",daikon.inv.unary.string.OneOfString,(return.status.license),main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT,1.0
items.status.madeForKids,return.status.madeForKids == false,daikon.inv.unary.scalar.OneOfScalar,(return.status.madeForKids),main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT,0.0
items.status.privacyStatus,"return.status.privacyStatus one of { ""public"", ""unlisted"" }",daikon.inv.unary.string.OneOfString,(return.status.privacyStatus),main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT,0.0
items.status.uploadStatus,"return.status.uploadStatus one of { ""processed"", ""uploaded"" }",daikon.inv.unary.string.OneOfString,(return.status.uploadStatus),main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT,0.0
items.suggestions,return.suggestions == null,daikon.inv.unary.scalar.OneOfScalar,(return.suggestions),main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT,1.0
items.suggestions.editorSuggestions,"return.suggestions.editorSuggestions == return.suggestions.processingErrors
return.suggestions.editorSuggestions == return.suggestions.processingHints
return.suggestions.editorSuggestions == return.suggestions.processingWarnings
return.suggestions.editorSuggestions == return.topicDetails.relevantTopicIds
return.suggestions.editorSuggestions == return.topicDetails.topicIds
return.suggestions.editorSuggestions == null","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar","(return.suggestions.editorSuggestions, return.suggestions.processingErrors)
(return.suggestions.editorSuggestions, return.suggestions.processingHints)
(return.suggestions.editorSuggestions, return.suggestions.processingWarnings)
(return.suggestions.editorSuggestions, return.topicDetails.relevantTopicIds)
(return.suggestions.editorSuggestions, return.topicDetails.topicIds)
(return.suggestions.editorSuggestions)","main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT",1.0
items.suggestions.tagSuggestions,return.suggestions.tagSuggestions == null,daikon.inv.unary.scalar.OneOfScalar,(return.suggestions.tagSuggestions),main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT,1.0
items.topicDetails.topicCategories,"input.maxHeight > size(return.topicDetails.topicCategories[])
input.maxResults > size(return.topicDetails.topicCategories[])
input.maxWidth > size(return.topicDetails.topicCategories[])
size(input.id[]) == size(return.topicDetails.topicCategories[])
size(return.topicDetails.topicCategories[]) >= 1
All the elements of return.topicDetails.topicCategories[] are URLs","daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.LowerBound
daikon.inv.unary.stringsequence.SequenceStringElementsAreUrl","(input.maxHeight, size(return.topicDetails.topicCategories[..]))
(input.maxResults, size(return.topicDetails.topicCategories[..]))
(input.maxWidth, size(return.topicDetails.topicCategories[..]))
(size(input.id[..]), size(return.topicDetails.topicCategories[..]))
(size(return.topicDetails.topicCategories[..]))
(return.topicDetails.topicCategories[..])","main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200&items(main.getVideos&Input):::EXIT",0.3333333333333333
kind,"LENGTH(return.kind)==25
return.kind == ""youtube#videoListResponse""","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.OneOfString","(return.kind)
(return.kind)","main.youtubev3videos.getVideos&200(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200(main.getVideos&Input):::EXIT",1.0
nextPageToken,LENGTH(return.nextPageToken)==6,daikon.inv.unary.string.FixedLengthString,(return.nextPageToken),main.youtubev3videos.getVideos&200(main.getVideos&Input):::EXIT,1.0
pageInfo.resultsPerPage,"input.maxHeight > return.pageInfo.resultsPerPage
input.maxWidth > return.pageInfo.resultsPerPage
input.maxResults == return.pageInfo.resultsPerPage
return.pageInfo.resultsPerPage == size(input.id[])
return.pageInfo.resultsPerPage >= size(return.items[])
return.pageInfo.resultsPerPage >= 1","daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.unary.scalar.LowerBound","(input.maxHeight, return.pageInfo.resultsPerPage)
(input.maxWidth, return.pageInfo.resultsPerPage)
(input.maxResults, return.pageInfo.resultsPerPage)
(return.pageInfo.resultsPerPage, size(input.id[..]))
(return.pageInfo.resultsPerPage, size(return.items[..]))
(return.pageInfo.resultsPerPage)","main.youtubev3videos.getVideos&200(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200(main.getVideos&Input):::EXIT",0.6666666666666666
pageInfo.totalResults,"input.maxHeight > return.pageInfo.totalResults
input.maxWidth > return.pageInfo.totalResults
return.pageInfo.totalResults == size(input.id[])
return.pageInfo.totalResults >= size(return.items[])
return.pageInfo.totalResults >= 1","daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.unary.scalar.LowerBound","(input.maxHeight, return.pageInfo.totalResults)
(input.maxWidth, return.pageInfo.totalResults)
(return.pageInfo.totalResults, size(input.id[..]))
(return.pageInfo.totalResults, size(return.items[..]))
(return.pageInfo.totalResults)","main.youtubev3videos.getVideos&200(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200(main.getVideos&Input):::EXIT
main.youtubev3videos.getVideos&200(main.getVideos&Input):::EXIT",0.2
tokenPagination,return.tokenPagination == null,daikon.inv.unary.scalar.OneOfScalar,(return.tokenPagination),main.youtubev3videos.getVideos&200(main.getVideos&Input):::EXIT,1.0
